,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Nov-2010,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,511.67,1678.71,499.16,1637.66,445.62,1462.01,5282.00,1728.80,1625.94,6516.07,5.28,6176.64,5.01,3635.28


PONG,PUNJAB,426.72,1400.00,422.97,1387.70,404.88,1328.35,384.05,1260.01,1123.00,1084.00,911.24,6946.00,5.63,5996.20,4.86,625.45


RANJIT SAGAR,PUNJAB,527.91,1731.99,521.14,1709.78,498.88,1636.75,487.91,1600.75,1507.00,390.30,323.61,7199.17,5.84,1654.61,1.34,1194.44


R.P. SAGAR,RAJASTHAN,352.81,1157.51,349.24,1145.81,347.57,1140.32,343.81,1127.99,459.00,175.66,94.43,1568.98,1.27,912.80,0.74,11.44


RIHAND,UTTAR PRADESH,268.22,879.99,257.98,846.40,258.9,849.41,252.98,829.99,920.00,860.50,200.80,5845.50,4.74,1475.66,1.20,112.87


RAM GANGA,UTTARAKHAND,366.00,1200.79,365.44,1198.95,338.66,1111.09,323.00,1059.71,164.00,480.80,478.46,2109.25,1.71,1948.75,1.58,42.95


TEHRI,UTTARAKHAND,829.79,2722.41,819.50,2688.65,819.75,2689.47,740.04,2427.95,309.00,1291.49,1051.09,2615.00,2.12,2206.58,1.79,2257.10


