,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Apr-2012,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,476.61,1563.69,486.1,1594.82,445.62,1462.01,5282.00,1728.80,402.73,6516.07,5.28,1789.29,1.45,13.19


PONG,PUNJAB,426.72,1400.00,403.24,1322.97,410.08,1345.41,384.05,1260.01,1123.00,1084.00,264.10,6946.00,5.63,2024.26,1.64,2.92


RANJIT SAGAR,PUNJAB,527.91,1731.99,495.65,1626.15,504.53,1655.28,487.91,1600.75,1507.00,390.30,59.79,7199.17,5.84,298.75,0.24,0.67


R.P. SAGAR,RAJASTHAN,352.81,1157.51,347.47,1139.99,345.2,1132.55,343.81,1127.99,459.00,175.66,62.33,1568.98,1.27,634.81,0.51,0.00


RIHAND,UTTAR PRADESH,268.22,879.99,259.75,852.20,255.27,837.50,252.98,829.99,920.00,860.50,291.35,5845.50,4.74,2208.30,1.79,1.71


RAM GANGA,UTTARAKHAND,366.00,1200.79,345.19,1132.51,349.12,1145.41,323.00,1059.71,164.00,480.80,152.98,2109.25,1.71,835.95,0.68,1.59


TEHRI,UTTARAKHAND,829.79,2722.41,829.79,2722.41,792.85,2601.21,740.04,2427.95,309.00,1291.49,1286.60,2615.00,2.12,2606.90,2.11,6.44


SARDAR SAROVAR,GUJARAT,138.68,454.99,115.49,378.90,118.64,389.24,110.84,363.65,5469.00,1817.55,140.87,5760.00,4.67,573.95,0.47,3.45


UKAI,GUJARAT,105.16,345.01,97.60,320.20,100.11,328.44,82.30,270.01,1080.00,813.08,384.39,6619.15,5.37,3526.74,2.86,1.38


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,389.68,1278.47,399.9,1312.01,381.00,1250.00,420.48,725.00,179.70,6911.19,5.60,1980.04,1.61,0.56


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,251.10,823.82,251.22,824.21,243.24,798.03,2628.00,1316.12,308.36,9706.00,7.87,2413.25,1.96,4.10


BHIRA,MAHARASHTRA,606.03,1988.29,596.30,1956.36,595.97,1955.28,590.09,1935.99,790.00,618.80,204.54,522.76,0.42,172.81,0.14,0.00


KOYNA,MAHARASHTRA,657.91,2158.50,657.91,2158.49,657.91,2158.50,609.60,2000.00,3130.00,3126.10,3125.68,2677.14,2.17,2676.90,2.17,0.54


MACHKUND,ANDHRA PRADESH,838.20,2750.00,832.73,2732.05,835.97,2742.68,513.59,1685.01,670.00,551.60,305.84,892.55,0.72,494.89,0.40,1.24


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,156.06,512.01,170.32,558.79,150.88,495.01,2237.00,1398.13,168.44,6537.80,5.30,918.92,0.74,0.00


SRISAILAM,ANDHRA PRADESH,269.75,885.01,246.31,808.10,255.42,837.99,243.84,800.00,4300.00,1391.84,49.00,7105.96,5.76,252.30,0.20,0.17


ALMATTI,KARNATAKA,519.62,1704.79,519.62,1704.79,519.62,1704.79,505.97,1660.01,483.00,175.35,175.37,2631.50,2.13,0.12

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,530.22,1739.57,534.02,1752.03,513.52,1684.78,542.00,2885.00,574.93,108.04,26449.33,21.44,1.77


SHARAVATHY,KARNATAKA,554.43,1819.00,543.05,1781.66,544.48,1786.35,522.73,1714.99,5564.00,4557.03,1726.81,4297.08,3.48,1628.31,1.32,19.01


IDAMALAYAR,KERALA,169.00,554.46,148.55,487.37,140.34,460.43,114.99,377.26,380.00,254.45,120.61,1017.80,0.83,487.19,0.39,1.32


IDUKKI,KERALA,732.35,2402.72,711.39,2333.96,716.98,2352.30,694.94,2279.99,2398.00,2146.32,683.73,1459.50,1.18,483.94,0.39,8.52
,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Apr-2012,Sub-Report-6/Page/2

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

SABRIGRI,KERALA,981.46,3220.01,965.30,3166.99,966.52,3171.00,908.30,2979.99,1338.00,764.00,384.06,446.26,0.36,238.45,0.19,5.19


KUNDAH GROUP,TAMIL NADU,2077.56,312.05,1023.79,1315.00,1270.00,633.24,346.50,0.28,4.29


METTUR,TAMIL NADU,240.79,789.99,228.16,748.56,240.79,789.99,211.23,693.01,790.00,204.00,64.89,2504.70,2.03,1005.03,0.81,0.16


PERIYAR,TAMIL NADU,46.33,152.00,33.56,110.10,46.33,152.00,33.53,110.01,409.00,216.00,0.42,273.51,0.22,0.48,0.00,0.00


BALIMELA,ORISSA,462.08,1516.01,441.26,1447.70,452.75,1485.40,438.91,1439.99,1183.00,897.75,56.15,2675.96,2.17,167.36,0.14,0.44


HIRAKUD,ORISSA,192.02,629.99,186.58,612.15,187.82,616.21,179.83,589.99,1174.00,372.28,127.05,4709.43,3.82,1815.87,1.47,0.62


INDRAVATI,ORISSA,641.84,2105.77,629.40,2064.96,634.61,2082.05,625.00,2050.52,1962.00,1213.13,127.15,1485.50,1.20,305.16,0.25,1.47


RENGALI,ORISSA,123.44,404.99,116.56,382.41,115.7,379.59,109.72,359.97,525.00,275.00,89.66,3167.81,2.57,1066.32,0.86,0.00


UPPER KOLAB,ORISSA,857.78,2814.24,848.90,2785.10,857.78,2814.24,843.78,2768.31,832.00,540.00,113.81,935.00,0.76,238.82,0.19,0.70


LOKTAK,MANIPUR,768.50,2521.33,768.50,2521.33,768.5,2521.33,766.01,2513.16,450.00,250.00,250.02,0.00,0.00,0.43


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
