,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Nov-2011,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,509.88,1672.85,511.67,1678.71,445.62,1462.01,5282.00,1728.80,1540.78,6516.07,5.28,5897.25,4.78,4121.67


PONG,PUNJAB,426.72,1400.00,420.80,1380.57,422.97,1387.70,384.05,1260.01,1123.00,1084.00,818.15,6946.00,5.63,5468.26,4.43,1051.60


RANJIT SAGAR,PUNJAB,527.91,1731.99,521.34,1710.43,521.14,1709.78,487.91,1600.75,1507.00,390.30,325.55,7199.17,5.84,1670.50,1.35,1310.17


R.P. SAGAR,RAJASTHAN,352.81,1157.51,350.60,1150.25,349.24,1145.80,343.81,1127.99,459.00,175.66,122.21,1568.98,1.27,1148.37,0.93,21.70


RIHAND,UTTAR PRADESH,268.22,879.99,265.05,869.60,257.98,846.39,252.98,829.99,920.00,860.50,597.90,5845.50,4.74,4411.40,3.58,308.13


RAM GANGA,UTTARAKHAND,366.00,1200.79,362.29,1188.62,365.44,1198.95,323.00,1059.71,164.00,480.80,427.25,2109.25,1.71,1852.40,1.50,168.18


TEHRI,UTTARAKHAND,829.79,2722.41,817.40,2681.76,819.5,2688.65,740.04,2427.95,309.00,1291.49,1006.60,2615.00,2.12,2128.90,1.73,2942.26


