,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Dec-2011,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,506.96,1663.24,509.03,1670.05,445.62,1462.01,5282.00,1728.80,1403.81,6516.07,5.28,5439.04,4.41,4480.93


PONG,PUNJAB,426.72,1400.00,417.30,1369.08,420.02,1378.02,384.05,1260.01,1123.00,1084.00,680.51,6946.00,5.63,4667.36,3.78,1235.85


RANJIT SAGAR,PUNJAB,527.91,1731.99,517.02,1696.26,518.55,1701.28,487.91,1600.75,1507.00,390.30,286.34,7199.17,5.84,1382.27,1.12,1438.66


R.P. SAGAR,RAJASTHAN,352.81,1157.51,350.67,1150.50,349.23,1145.77,343.81,1127.99,459.00,175.66,123.82,1568.98,1.27,1161.94,0.94,95.65


RIHAND,UTTAR PRADESH,268.22,879.99,264.38,867.40,257.65,845.31,252.98,829.99,920.00,860.50,501.05,5845.50,4.74,4104.84,3.33,354.21


RAM GANGA,UTTARAKHAND,366.00,1200.79,362.48,1189.24,365.39,1198.79,323.00,1059.71,164.00,480.80,434.69,2109.25,1.71,1861.78,1.51,171.48


TEHRI,UTTARAKHAND,829.79,2722.41,816.00,2677.17,818.45,2685.20,740.04,2427.95,309.00,1291.49,977.26,2615.00,2.12,2077.09,1.68,3076.93


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.86,396.52,121.23,397.74,110.84,363.65,5469.00,1817.55,364.29,5760.00,4.67,1373.87,1.11,3148.52


UKAI,GUJARAT,105.16,345.01,102.13,335.07,102.82,337.34,82.30,270.01,1080.00,813.08,598.91,6619.15,5.37,5322.72,4.32,309.45


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,394.77,1295.17,390.46,1281.04,381.00,1250.00,420.48,725.00,398.40,6911.19,5.60,3989.76,3.23,117.80


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,257.15,843.67,258.43,847.87,243.24,798.03,2628.00,1316.12,750.42,9706.00,7.87,5631.90,4.57,2590.71


BHIRA,MAHARASHTRA,606.03,1988.29,603.14,1978.81,603.5,1979.99,590.09,1935.99,790.00,618.80,484.72,522.76,0.42,409.49,0.33,283.83


KOYNA,MAHARASHTRA,657.91,2158.50,652.88,2142.00,657.91,2158.50,609.60,2000.00,3130.00,3126.10,2471.25,2677.14,2.17,2122.50,1.72,503.75


MACHKUND,ANDHRA PRADESH,838.20,2750.00,836.19,2743.41,837.9,2749.02,513.59,1685.01,670.00,551.60,452.19,892.55,0.72,731.69,0.59,325.25


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,164.35,539.21,179.13,587.70,150.88,495.01,2237.00,1398.13,494.99,6537.80,5.30,2591.08,2.10,1055.25


SRISAILAM,ANDHRA PRADESH,269.75,885.01,262.32,860.63,269.57,884.42,243.84,800.00,4300.00,1391.84,696.40,7105.96,5.76,3585.46,2.91,958.25


ALMATTI,KARNATAKA,519.62,1704.79,519.62,1704.79,505.97,1660.01,505.97,1660.01,483.00,175.35,175.37,2631.50,2.13,450.21

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,551.98,1810.96,548.24,1798.69,513.52,1684.78,542.00,2885.00,1860.57,108.04,85590.01,69.39,295.45


SHARAVATHY,KARNATAKA,554.43,1819.00,552.07,1811.25,552.94,1814.11,522.73,1714.99,5564.00,4557.03,3811.28,4297.08,3.48,3593.87,2.91,3729.88


IDAMALAYAR,KERALA,169.00,554.46,167.20,548.56,162.66,533.66,114.99,377.26,380.00,254.45,241.51,1017.80,0.83,966.18,0.78,205.54


IDUKKI,KERALA,732.35,2402.72,726.74,2384.32,729.67,2393.93,694.94,2279.99,2398.00,2146.32,1692.31,1459.50,1.18,1150.77,0.93,1917.48
,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Dec-2011,Sub-Report-6/Page/2

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

SABRIGRI,KERALA,981.46,3220.01,978.74,3211.09,978.63,3210.73,908.30,2979.99,1338.00,764.00,660.90,446.26,0.36,410.57,0.33,984.20


KUNDAH GROUP,TAMIL NADU,3765.81,721,2365.49,1315.00,1270.00,1147.82,346.50,0.28,811.64


METTUR,TAMIL NADU,240.79,789.99,240.79,789.99,240.52,789.11,211.23,693.01,790.00,204.00,203.97,2504.70,2.03,2504.25,2.03,115.52


PERIYAR,TAMIL NADU,46.33,152.00,41.20,135.17,39.96,131.10,33.53,110.01,409.00,216.00,112.68,273.51,0.22,141.53,0.11,364.47


BALIMELA,ORISSA,462.08,1516.01,446.75,1465.70,459.88,1508.79,438.91,1439.99,1183.00,897.75,207.52,2675.96,2.17,618.56,0.50,929.60


HIRAKUD,ORISSA,192.02,629.99,190.64,625.47,191.85,629.43,179.83,589.99,1174.00,372.28,291.96,4709.43,3.82,3834.28,3.11,846.92


INDRAVATI,ORISSA,641.84,2105.77,630.16,2067.45,639.4,2097.77,625.00,2050.52,1962.00,1213.13,148.34,1485.50,1.20,360.96,0.29,1298.03


RENGALI,ORISSA,123.44,404.99,121.39,398.26,118.5,388.78,109.72,359.97,525.00,275.00,195.79,3167.81,2.57,2493.07,2.02,714.82


UPPER KOLAB,ORISSA,857.78,2814.24,849.10,2785.76,856.04,2808.53,843.78,2768.31,832.00,540.00,117.66,935.00,0.76,245.24,0.20,522.50


LOKTAK,MANIPUR,768.50,2521.33,768.10,2520.01,768.5,2521.33,766.01,2513.16,450.00,250.00,156.64,0.00,0.00,662.20


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,02-Dec-2011,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,506.80,1662.72,508.88,1669.55,445.62,1462.01,5282.00,1728.80,1396.42,6516.07,5.28,5414.25,4.39,4494.98


PONG,PUNJAB,426.72,1400.00,417.18,1368.69,419.91,1377.66,384.05,1260.01,1123.00,1084.00,676.10,6946.00,5.63,4641.02,3.76,1241.66


RANJIT SAGAR,PUNJAB,527.91,1731.99,516.88,1695.80,518.34,1700.59,487.91,1600.75,1507.00,390.30,285.12,7199.17,5.84,1373.74,1.11,1444.62


R.P. SAGAR,RAJASTHAN,352.81,1157.51,350.69,1150.56,349.23,1145.77,343.81,1127.99,459.00,175.66,124.21,1568.98,1.27,1165.19,0.94,97.55


RIHAND,UTTAR PRADESH,268.22,879.99,264.35,867.30,257.65,845.31,252.98,829.99,920.00,860.50,503.98,5845.50,4.74,4091.85,3.32,355.12


RAM GANGA,UTTARAKHAND,366.00,1200.79,362.47,1189.21,365.39,1198.79,323.00,1059.71,164.00,480.80,434.30,2109.25,1.71,1861.29,1.51,171.62


TEHRI,UTTARAKHAND,829.79,2722.41,815.75,2676.35,818.4,2685.04,740.04,2427.95,309.00,1291.49,972.05,2615.00,2.12,2067.84,1.68,3083.58


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.80,396.33,121,396.98,110.84,363.65,5469.00,1817.55,361.12,5760.00,4.67,1362.99,1.10,3151.08


UKAI,GUJARAT,105.16,345.01,102.10,334.97,102.79,337.24,82.30,270.01,1080.00,813.08,597.14,6619.15,5.37,5310.02,4.30,310.30


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,394.71,1294.99,384.36,1261.02,381.00,1250.00,420.48,725.00,394.85,6911.19,5.60,3964.28,3.21,120.22


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,257.11,843.54,258.41,847.80,243.24,798.03,2628.00,1316.12,746.76,9706.00,7.87,5605.57,4.54,2596.93


BHIRA,MAHARASHTRA,606.03,1988.29,603.09,1978.64,603.44,1979.79,590.09,1935.99,790.00,618.80,482.51,522.76,0.42,407.62,0.33,284.39


KOYNA,MAHARASHTRA,657.91,2158.50,652.76,2141.60,657.91,2158.50,609.60,2000.00,3130.00,3126.10,2459.40,2677.14,2.17,2111.80,1.71,505.57


MACHKUND,ANDHRA PRADESH,838.20,2750.00,836.16,2743.31,837.9,2749.02,513.59,1685.01,670.00,551.60,450.70,892.55,0.72,729.28,0.59,327.02


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,164.13,538.48,179.01,587.30,150.88,495.01,2237.00,1398.13,485.67,6537.80,5.30,2544.87,2.06,1055.25


SRISAILAM,ANDHRA PRADESH,269.75,885.01,263.29,863.81,269.66,884.71,243.84,800.00,4300.00,1391.84,767.43,7105.96,5.76,3952.42,3.20,959.40


ALMATTI,KARNATAKA,519.62,1704.79,519.62,1704.79,519.62,1704.79,505.97,1660.01,483.00,175.35,175.37,2631.50,2.13,450.98

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,551.90,1810.70,548.19,1798.52,513.52,1684.78,542.00,2885.00,1854.66,108.04,85312.51,69.16,297.28


SHARAVATHY,KARNATAKA,554.43,1819.00,552.04,1811.15,552.91,1814.01,522.73,1714.99,5564.00,4557.03,3802.25,4297.08,3.48,3585.35,2.91,3743.78


IDAMALAYAR,KERALA,169.00,554.46,167.14,548.36,162.58,533.40,114.99,377.26,380.00,254.45,241.08,1017.80,0.83,964.45,0.78,206.44


IDUKKI,KERALA,732.35,2402.72,726.64,2383.99,729.7,2394.03,694.94,2279.99,2398.00,2146.32,1684.37,1459.50,1.18,1145.37,0.93,1929.50
,DAILY REPORT OF HYDRO RESERVOIRS FOR,02-Dec-2011,Sub-Report-6/Page/2

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

SABRIGRI,KERALA,981.46,3220.01,978.58,3210.56,978.73,3211.06,908.30,2979.99,1338.00,764.00,656.76,446.26,0.36,409.28,0.33,986.75


KUNDAH GROUP,TAMIL NADU,3765.58,721,2365.49,1315.00,1270.00,1147.75,346.50,0.28,817.74


METTUR,TAMIL NADU,240.79,789.99,240.79,789.99,240.71,789.73,211.23,693.01,790.00,204.00,203.97,2504.70,2.03,2504.25,2.03,115.77


PERIYAR,TAMIL NADU,46.33,152.00,46.33,152.00,40.26,132.09,33.53,110.01,409.00,216.00,216.00,273.51,0.22,366.96


BALIMELA,ORISSA,462.08,1516.01,446.84,1466.00,459.82,1508.60,438.91,1439.99,1183.00,897.75,210.48,2675.96,2.17,627.36,0.51,929.90


HIRAKUD,ORISSA,192.02,629.99,190.58,625.26,191.84,629.40,179.83,589.99,1174.00,372.28,288.59,4709.43,3.82,3795.42,3.08,849.64


INDRAVATI,ORISSA,641.84,2105.77,629.21,2064.34,639.39,2097.74,625.00,2050.52,1962.00,1213.13,121.84,1485.50,1.20,292.43,0.24,1298.15


RENGALI,ORISSA,123.44,404.99,121.23,397.74,118.48,388.71,109.72,359.97,525.00,275.00,189.19,3167.81,2.57,2430.21,1.97,717.26


UPPER KOLAB,ORISSA,857.78,2814.24,857.78,2814.24,856.03,2808.50,843.78,2768.31,832.00,540.00,539.98,935.00,0.76,934.96,0.76,522.70


LOKTAK,MANIPUR,768.50,2521.33,768.50,2521.33,768.5,2521.33,766.01,2513.16,450.00,250.00,250.02,0.00,0.00,664.77


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,03-Dec-2011,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,506.64,1662.19,508.72,1669.03,445.62,1462.01,5282.00,1728.80,1388.90,6516.07,5.28,5388.99,4.37,4509.42


PONG,PUNJAB,426.72,1400.00,417.05,1368.28,419.8,1377.30,384.05,1260.01,1123.00,1084.00,671.46,6946.00,5.63,4613.32,3.74,1247.84


RANJIT SAGAR,PUNJAB,527.91,1731.99,516.75,1695.37,518.16,1700.00,487.91,1600.75,1507.00,390.30,283.99,7199.17,5.84,1365.80,1.11,1450.59


R.P. SAGAR,RAJASTHAN,352.81,1157.51,350.70,1150.58,349.22,1145.73,343.81,1127.99,459.00,175.66,124.34,1568.98,1.27,1166.28,0.95,99.45


RIHAND,UTTAR PRADESH,268.22,879.99,264.32,867.20,257.62,845.21,252.98,829.99,920.00,860.50,506.90,5845.50,4.74,4078.86,3.31,356.02


RAM GANGA,UTTARAKHAND,366.00,1200.79,362.46,1189.17,365.39,1198.79,323.00,1059.71,164.00,480.80,433.90,2109.25,1.71,1860.79,1.51,171.77


TEHRI,UTTARAKHAND,829.79,2722.41,815.58,2675.79,818.25,2684.55,740.04,2427.95,309.00,1291.49,968.50,2615.00,2.12,2061.55,1.67,3091.70


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.80,396.33,121,396.98,110.84,363.65,5469.00,1817.55,361.12,5760.00,4.67,1362.99,1.10,3153.66


UKAI,GUJARAT,105.16,345.01,102.07,334.89,102.78,337.20,82.30,270.01,1080.00,813.08,595.73,6619.15,5.37,5299.85,4.30,311.15


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,394.66,1294.82,384.36,1261.02,381.00,1250.00,420.48,725.00,392.30,6911.19,5.60,3941.22,3.20,122.64


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,257.08,843.44,258.39,847.74,243.24,798.03,2628.00,1316.12,744.03,9706.00,7.87,5585.94,4.53,2603.16


BHIRA,MAHARASHTRA,606.03,1988.29,603.04,1978.48,603.4,1979.66,590.09,1935.99,790.00,618.80,480.29,522.76,0.42,405.75,0.33,284.80


KOYNA,MAHARASHTRA,657.91,2158.50,652.76,2141.60,657.91,2158.50,609.60,2000.00,3130.00,3126.10,2459.40,2677.14,2.17,2111.80,1.71,507.38


MACHKUND,ANDHRA PRADESH,838.20,2750.00,836.13,2743.21,837.93,2749.11,513.59,1685.01,670.00,551.60,449.22,892.55,0.72,726.89,0.59,328.79


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,163.98,537.99,178.89,586.91,150.88,495.01,2237.00,1398.13,479.35,6537.80,5.30,2513.54,2.04,1055.25


SRISAILAM,ANDHRA PRADESH,269.75,885.01,263.26,863.71,269.69,884.81,243.84,800.00,4300.00,1391.84,765.19,7105.96,5.76,3940.71,3.19,960.41


ALMATTI,KARNATAKA,519.62,1704.79,519.62,1704.79,519.62,1704.79,505.97,1660.01,483.00,175.35,175.37,2631.50,2.13,451.75

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,551.80,1810.37,548.14,1798.36,513.52,1684.78,542.00,2885.00,1847.24,108.04,84964.05,68.88,299.11


SHARAVATHY,KARNATAKA,554.43,1819.00,552.01,1811.06,552.88,1813.91,522.73,1714.99,5564.00,4557.03,3793.12,4297.08,3.48,3576.75,2.90,3757.68


IDAMALAYAR,KERALA,169.00,554.46,167.08,548.16,162.44,532.94,114.99,377.26,380.00,254.45,240.65,1017.80,0.83,962.72,0.78,207.34


IDUKKI,KERALA,732.35,2402.72,726.58,2383.79,729.73,2394.13,694.94,2279.99,2398.00,2146.32,1679.60,1459.50,1.18,1142.13,0.93,1941.52
,DAILY REPORT OF HYDRO RESERVOIRS FOR,03-Dec-2011,Sub-Report-6/Page/2

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

SABRIGRI,KERALA,981.46,3220.01,978.64,3210.76,978.81,3211.32,908.30,2979.99,1338.00,764.00,658.31,446.26,0.36,409.76,0.33,989.30


KUNDAH GROUP,TAMIL NADU,468.24,722,2368.77,1315.00,1270.00,142.72,346.50,0.28,822.47


METTUR,TAMIL NADU,240.79,789.99,240.79,789.99,240.79,789.99,211.23,693.01,790.00,204.00,203.97,2504.70,2.03,2504.25,2.03,116.04


PERIYAR,TAMIL NADU,46.33,152.00,46.33,152.00,40.33,132.32,33.53,110.01,409.00,216.00,216.00,273.51,0.22,369.45


BALIMELA,ORISSA,462.08,1516.01,446.81,1465.90,459.76,1508.40,438.91,1439.99,1183.00,897.75,209.46,2675.96,2.17,624.33,0.51,930.20


HIRAKUD,ORISSA,192.02,629.99,190.60,625.33,191.52,628.35,179.83,589.99,1174.00,372.28,289.72,4709.43,3.82,3808.38,3.09,852.34


INDRAVATI,ORISSA,641.84,2105.77,630.20,2067.59,639.35,2097.60,625.00,2050.52,1962.00,1213.13,149.45,1485.50,1.20,364.24,0.30,1298.27


RENGALI,ORISSA,123.44,404.99,121.29,397.93,118.47,388.68,109.72,359.97,525.00,275.00,193.53,3167.81,2.57,2459.76,1.99,719.69


UPPER KOLAB,ORISSA,857.78,2814.24,849.10,2785.76,856.02,2808.46,843.78,2768.31,832.00,540.00,117.66,935.00,0.76,245.24,0.20,522.89


LOKTAK,MANIPUR,768.50,2521.33,768.50,2521.33,768.05,2519.85,766.01,2513.16,450.00,250.00,250.02,0.00,0.00,667.34


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,04-Dec-2011,Sub-Report-6/Page/1

,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,506.48,1661.67,508.56,1668.50,445.62,1462.01,5282.00,1728.80,1381.61,6516.07,5.28,5364.20,4.35,4523.90


PONG,PUNJAB,426.72,1400.00,416.92,1367.86,419.69,1376.94,384.05,1260.01,1123.00,1084.00,666.70,6946.00,5.63,4584.95,3.72,1254.32


RANJIT SAGAR,PUNJAB,527.91,1731.99,516.64,1695.01,518,1699.48,487.91,1600.75,1507.00,390.30,283.03,7199.17,5.84,1359.08,1.10,1454.44


R.P. SAGAR,RAJASTHAN,352.81,1157.51,350.68,1150.53,349.22,1145.73,343.81,1127.99,459.00,175.66,124.02,1568.98,1.27,1163.56,0.94,101.86


RIHAND,UTTAR PRADESH,268.22,879.99,264.29,867.10,257.62,845.21,252.98,829.99,920.00,860.50,509.82,5845.50,4.74,4065.87,3.30,357.13


RAM GANGA,UTTARAKHAND,366.00,1200.79,366.00,1200.79,365.39,1198.79,323.00,1059.71,164.00,480.80,480.81,2109.25,1.71,171.91


