"","day","MW","Temp","Trend","Random","Seasonal"
"77325","2008-01-01",28761.6666666667,12.8833333333333,NA,NA,-4176.57317925432
"77326","2008-01-02",29337.5,14.575,NA,NA,-5787.61731928475
"77327","2008-01-03",30105.8333333333,12.9333333333333,NA,NA,-6274.99517316606
"77328","2008-01-04",33156.6666666667,14.9166666666667,NA,NA,-5460.10704531218
"77329","2008-01-05",34562.5,15.05,NA,NA,-3022.24403161357
"77330","2008-01-06",33193.3333333333,17.15,NA,NA,410.662931856785
"77331","2008-01-07",39701.6666666667,16.7625,NA,NA,2492.24284053256
"77332","2008-01-08",39575,19.625,NA,NA,3584.6450475341
"77333","2008-01-09",39541.25,16.9666666666667,NA,NA,3633.26433977153
"77334","2008-01-10",40208.75,13.3916666666667,NA,NA,3083.19432455083
"77335","2008-01-11",40337.9166666667,15.675,NA,NA,2860.50996382025
"77336","2008-01-12",38968.3333333333,16.425,NA,NA,4458.55258178066
"77337","2008-01-13",36511.25,15.6083333333333,NA,NA,5341.36308406378
"77338","2008-01-14",39440,14.5333333333333,NA,NA,4924.30562592069
"77339","2008-01-15",42636.6666666667,14.3083333333333,NA,NA,4390.64523779284
"77340","2008-01-16",41967.9166666667,16.5625,NA,NA,5244.12754372892
"77341","2008-01-17",43176.25,14.8916666666667,NA,NA,5793.04154677305
"77342","2008-01-18",44595.8333333333,16.975,NA,NA,5010.01624235907
"77343","2008-01-19",40591.25,15.3388888888889,NA,NA,5404.09748284614
"77344","2008-01-20",37539.5833333333,16.0541666666667,NA,NA,5195.5255650379
"77345","2008-01-21",43217.5,15.9333333333333,NA,NA,4959.38953003028
"77346","2008-01-22",43734.1666666667,16.75,NA,NA,4629.92758178069
"77347","2008-01-23",45775.4166666667,16.275,NA,NA,4328.99949958888
"77348","2008-01-24",43448.3333333333,19.1555555555556,NA,NA,3928.90037477915
"77349","2008-01-25",44048.75,17.7583333333333,NA,NA,4071.00634890395
"77350","2008-01-26",40614.5833333333,15.7,NA,NA,4254.37069441386
"77351","2008-01-27",37517.0833333333,14.95,NA,NA,5076.52784814291
"77352","2008-01-28",43296.6666666667,14.7916666666667,NA,NA,4392.70421800594
"77353","2008-01-29",44140,14.25,NA,NA,4443.95079334843
"77354","2008-01-30",41388.75,15.95,NA,NA,3827.88781770154
"77355","2008-01-31",42062.5,16.1083333333333,NA,NA,3459.25806123273
"77356","2008-02-01",42395,16,NA,NA,3315.37278726013
"77357","2008-02-02",39645.8333333333,15.1916666666667,NA,NA,3812.31323627078
"77358","2008-02-03",39798.75,17.1166666666667,NA,NA,5188.43747523577
"77359","2008-02-04",42497.9166666667,16.5333333333333,NA,NA,3452.17472789941
"77360","2008-02-05",42674.5833333333,16.3166666666667,NA,NA,2848.63553459651
"77361","2008-02-06",45085.8333333333,16.2333333333333,NA,NA,3329.17758178069
"77362","2008-02-07",43236.25,20.275,NA,NA,3914.8642256163
"77363","2008-02-08",43027.0833333333,18.0666666666667,NA,NA,4005.2637689953
"77364","2008-02-09",41993.75,17.8472222222222,NA,NA,4190.67567919319
"77365","2008-02-10",36255.4166666667,17.0083333333333,NA,NA,5528.21296990853
"77366","2008-02-11",37472.0833333333,18.1166666666667,NA,NA,3825.82959852343
"77367","2008-02-12",42677.9166666667,19.4125,NA,NA,3358.70878421601
"77368","2008-02-13",43800.8333333333,23.475,NA,NA,4037.12583140013
"77369","2008-02-14",43233.3333333333,20.275,NA,NA,4504.86099121751
"77370","2008-02-15",42212.9166666667,20.2708333333333,NA,NA,3731.92891359193
"77371","2008-02-16",39335.8333333333,20.4291666666667,NA,NA,4855.37430933014
"77372","2008-02-17",37242.5,25.1958333333333,NA,NA,5527.59558025863
"77373","2008-02-18",42006.25,26.4416666666667,NA,NA,4740.61099121751
"77374","2008-02-19",42548.3333333333,25.24375,NA,NA,4277.7278100912
"77375","2008-02-20",41290,21.7104166666667,NA,NA,4463.35319060868
"77376","2008-02-21",40467.5,19.2166666666667,NA,NA,4028.78241435298
"77377","2008-02-22",39409.1666666667,21.1916666666667,NA,NA,3212.62354829511
"77378","2008-02-23",36563.3333333333,19.175,NA,NA,3667.07883748844
"77379","2008-02-24",36682.5,17.6638888888889,NA,NA,3911.24303079132
"77380","2008-02-25",41489.1666666667,20.2583333333333,NA,NA,2308.43709471826
"77381","2008-02-26",41340,18.7166666666667,NA,NA,1947.45421800594
"77382","2008-02-27",40972.5,18.8083333333333,NA,NA,2194.3301692997
"77383","2008-02-28",40945.8333333333,18.325,NA,NA,2131.53241435298
"77384","2008-02-29",39505.4166666667,18.9833333333333,NA,NA,2903.82084662088
"77385","2008-03-01",35992.5,19.2583333333333,NA,NA,2643.48237630124
"77386","2008-03-02",33831.25,18.6541666666667,NA,NA,2890.93500187199
"77387","2008-03-03",38403.3333333333,19.6166666666667,NA,NA,3271.05410385072
"77388","2008-03-04",39305.8333333333,21.275,NA,NA,3077.28279487047
"77389","2008-03-05",40546.6666666667,19.3416666666667,NA,NA,1956.00520735145
"77390","2008-03-06",40325.4166666667,20.6375,NA,NA,2347.10319060869
"77391","2008-03-07",39638.75,20.9625,NA,NA,1838.82997904095
"77392","2008-03-08",35695.4166666667,21.4416666666667,NA,NA,2133.46440098521
"77393","2008-03-09",32856.0869565217,20.4333333333333,NA,NA,2642.3697431201
