01-01-2011,
01-01-2011,50.29
01-01-2011,
01-01-2011,VII. Voltage profile 400 kV
01-01-2011,Station
01-01-2011,
01-01-2011,Rihand
01-01-2011,Gorakhpur
01-01-2011,Bareilly
02-01-2011,
02-01-2011,50.29
02-01-2011,
02-01-2011,VII. Voltage profile 400 kV
02-01-2011,Station
02-01-2011,
02-01-2011,Rihand
02-01-2011,Gorakhpur
02-01-2011,Bareilly
03-01-2011,
03-01-2011,50.29
03-01-2011,
03-01-2011,VII. Voltage profile 400 kV
03-01-2011,Station
03-01-2011,
03-01-2011,Rihand
03-01-2011,Gorakhpur
03-01-2011,Bareilly
04-01-2011,
04-01-2011,50.29
04-01-2011,
04-01-2011,VII. Voltage profile 400 kV
04-01-2011,Station
04-01-2011,
04-01-2011,Rihand
04-01-2011,Gorakhpur
04-01-2011,Bareilly
05-01-2011,
05-01-2011,50.29
05-01-2011,
05-01-2011,VII. Voltage profile 400 kV
05-01-2011,Station
05-01-2011,
05-01-2011,Rihand
05-01-2011,Gorakhpur
05-01-2011,Bareilly
06-01-2011,
06-01-2011,50.29
06-01-2011,
06-01-2011,VII. Voltage profile 400 kV
06-01-2011,Station
06-01-2011,
06-01-2011,Rihand
06-01-2011,Gorakhpur
06-01-2011,Bareilly
07-01-2011,
07-01-2011,50.29
07-01-2011,
07-01-2011,VII. Voltage profile 400 kV
07-01-2011,Station
07-01-2011,
07-01-2011,Rihand
07-01-2011,Gorakhpur
07-01-2011,Bareilly
08-01-2011,
08-01-2011,50.29
08-01-2011,
08-01-2011,VII. Voltage profile 400 kV
08-01-2011,Station
08-01-2011,
08-01-2011,Rihand
08-01-2011,Gorakhpur
08-01-2011,Bareilly
09-01-2011,
09-01-2011,50.29
09-01-2011,
09-01-2011,VII. Voltage profile 400 kV
09-01-2011,Station
09-01-2011,
09-01-2011,Rihand
09-01-2011,Gorakhpur
09-01-2011,Bareilly
10-01-2011,
10-01-2011,50.29
10-01-2011,
10-01-2011,VII. Voltage profile 400 kV
10-01-2011,Station
10-01-2011,
10-01-2011,Rihand
10-01-2011,Gorakhpur
10-01-2011,Bareilly
11-01-2011,
11-01-2011,50.29
11-01-2011,
11-01-2011,VII. Voltage profile 400 kV
11-01-2011,Station
11-01-2011,
11-01-2011,Rihand
11-01-2011,Gorakhpur
11-01-2011,Bareilly
12-01-2011,
12-01-2011,50.29
12-01-2011,
12-01-2011,VII. Voltage profile 400 kV
12-01-2011,Station
12-01-2011,
12-01-2011,Rihand
12-01-2011,Gorakhpur
12-01-2011,Bareilly
13-01-2011,
13-01-2011,50.29
13-01-2011,
13-01-2011,VII. Voltage profile 400 kV
13-01-2011,Station
13-01-2011,
13-01-2011,Rihand
13-01-2011,Gorakhpur
13-01-2011,Bareilly
14-01-2011,
14-01-2011,50.29
14-01-2011,
14-01-2011,VII. Voltage profile 400 kV
14-01-2011,Station
14-01-2011,
14-01-2011,Rihand
14-01-2011,Gorakhpur
14-01-2011,Bareilly
15-01-2011,
15-01-2011,50.29
15-01-2011,
15-01-2011,VII. Voltage profile 400 kV
15-01-2011,Station
15-01-2011,
15-01-2011,Rihand
15-01-2011,Gorakhpur
15-01-2011,Bareilly
16-01-2011,
16-01-2011,50.29
16-01-2011,
16-01-2011,VII. Voltage profile 400 kV
16-01-2011,Station
16-01-2011,
16-01-2011,Rihand
16-01-2011,Gorakhpur
16-01-2011,Bareilly
17-01-2011,
17-01-2011,50.29
17-01-2011,
17-01-2011,VII. Voltage profile 400 kV
17-01-2011,Station
17-01-2011,
17-01-2011,Rihand
17-01-2011,Gorakhpur
17-01-2011,Bareilly
18-01-2011,
18-01-2011,50.29
18-01-2011,
18-01-2011,VII. Voltage profile 400 kV
18-01-2011,Station
18-01-2011,
18-01-2011,Rihand
18-01-2011,Gorakhpur
18-01-2011,Bareilly
19-01-2011,
19-01-2011,50.29
19-01-2011,
19-01-2011,VII. Voltage profile 400 kV
19-01-2011,Station
19-01-2011,
19-01-2011,Rihand
19-01-2011,Gorakhpur
19-01-2011,Bareilly
20-01-2011,
20-01-2011,50.29
20-01-2011,
20-01-2011,VII. Voltage profile 400 kV
20-01-2011,Station
20-01-2011,
20-01-2011,Rihand
20-01-2011,Gorakhpur
20-01-2011,Bareilly
21-01-2011,
21-01-2011,50.29
21-01-2011,
21-01-2011,VII. Voltage profile 400 kV
21-01-2011,Station
21-01-2011,
21-01-2011,Rihand
21-01-2011,Gorakhpur
21-01-2011,Bareilly
22-01-2011,
22-01-2011,50.29
22-01-2011,
22-01-2011,VII. Voltage profile 400 kV
22-01-2011,Station
22-01-2011,
22-01-2011,Rihand
22-01-2011,Gorakhpur
22-01-2011,Bareilly
23-01-2011,
23-01-2011,50.29
23-01-2011,
23-01-2011,VII. Voltage profile 400 kV
23-01-2011,Station
23-01-2011,
23-01-2011,Rihand
23-01-2011,Gorakhpur
23-01-2011,Bareilly
24-01-2011,
24-01-2011,50.29
24-01-2011,
24-01-2011,VII. Voltage profile 400 kV
24-01-2011,Station
24-01-2011,
24-01-2011,Rihand
24-01-2011,Gorakhpur
24-01-2011,Bareilly
25-01-2011,
25-01-2011,50.29
25-01-2011,
25-01-2011,VII. Voltage profile 400 kV
25-01-2011,Station
25-01-2011,
25-01-2011,Rihand
25-01-2011,Gorakhpur
25-01-2011,Bareilly
26-01-2011,
26-01-2011,50.29
26-01-2011,
26-01-2011,VII. Voltage profile 400 kV
26-01-2011,Station
26-01-2011,
26-01-2011,Rihand
26-01-2011,Gorakhpur
26-01-2011,Bareilly
27-01-2011,
27-01-2011,50.29
27-01-2011,
27-01-2011,VII. Voltage profile 400 kV
27-01-2011,Station
27-01-2011,
27-01-2011,Rihand
27-01-2011,Gorakhpur
27-01-2011,Bareilly
28-01-2011,
28-01-2011,50.29
28-01-2011,
28-01-2011,VII. Voltage profile 400 kV
28-01-2011,Station
28-01-2011,
28-01-2011,Rihand
28-01-2011,Gorakhpur
28-01-2011,Bareilly
29-01-2011,
29-01-2011,50.29
29-01-2011,
29-01-2011,VII. Voltage profile 400 kV
29-01-2011,Station
29-01-2011,
29-01-2011,Rihand
29-01-2011,Gorakhpur
29-01-2011,Bareilly
30-01-2011,
30-01-2011,50.29
30-01-2011,
30-01-2011,VII. Voltage profile 400 kV
30-01-2011,Station
30-01-2011,
30-01-2011,Rihand
30-01-2011,Gorakhpur
30-01-2011,Bareilly
31-01-2011,
31-01-2011,50.29
31-01-2011,
31-01-2011,VII. Voltage profile 400 kV
31-01-2011,Station
31-01-2011,
31-01-2011,Rihand
31-01-2011,Gorakhpur
31-01-2011,Bareilly
01-02-2011,
01-02-2011,50.29
01-02-2011,
01-02-2011,VII. Voltage profile 400 kV
01-02-2011,Station
01-02-2011,
01-02-2011,Rihand
01-02-2011,Gorakhpur
01-02-2011,Bareilly
02-02-2011,
02-02-2011,50.29
02-02-2011,
02-02-2011,VII. Voltage profile 400 kV
02-02-2011,Station
02-02-2011,
02-02-2011,Rihand
02-02-2011,Gorakhpur
02-02-2011,Bareilly
03-02-2011,
03-02-2011,50.29
03-02-2011,
03-02-2011,VII. Voltage profile 400 kV
03-02-2011,Station
03-02-2011,
03-02-2011,Rihand
03-02-2011,Gorakhpur
03-02-2011,Bareilly
04-02-2011,
04-02-2011,50.29
04-02-2011,
04-02-2011,VII. Voltage profile 400 kV
04-02-2011,Station
04-02-2011,
04-02-2011,Rihand
04-02-2011,Gorakhpur
04-02-2011,Bareilly
05-02-2011,
05-02-2011,50.29
05-02-2011,
05-02-2011,VII. Voltage profile 400 kV
05-02-2011,Station
05-02-2011,
05-02-2011,Rihand
05-02-2011,Gorakhpur
05-02-2011,Bareilly
06-02-2011,
06-02-2011,50.29
06-02-2011,
06-02-2011,VII. Voltage profile 400 kV
06-02-2011,Station
06-02-2011,
06-02-2011,Rihand
06-02-2011,Gorakhpur
06-02-2011,Bareilly
07-02-2011,
07-02-2011,50.29
07-02-2011,
07-02-2011,VII. Voltage profile 400 kV
07-02-2011,Station
07-02-2011,
07-02-2011,Rihand
07-02-2011,Gorakhpur
07-02-2011,Bareilly
08-02-2011,
08-02-2011,50.29
08-02-2011,
08-02-2011,VII. Voltage profile 400 kV
08-02-2011,Station
08-02-2011,
08-02-2011,Rihand
08-02-2011,Gorakhpur
08-02-2011,Bareilly
09-02-2011,
09-02-2011,50.29
09-02-2011,
09-02-2011,VII. Voltage profile 400 kV
09-02-2011,Station
09-02-2011,
09-02-2011,Rihand
09-02-2011,Gorakhpur
09-02-2011,Bareilly
10-02-2011,
10-02-2011,50.29
10-02-2011,
10-02-2011,VII. Voltage profile 400 kV
10-02-2011,Station
10-02-2011,
10-02-2011,Rihand
10-02-2011,Gorakhpur
10-02-2011,Bareilly
11-02-2011,
11-02-2011,50.29
11-02-2011,
11-02-2011,VII. Voltage profile 400 kV
11-02-2011,Station
11-02-2011,
11-02-2011,Rihand
11-02-2011,Gorakhpur
11-02-2011,Bareilly
12-02-2011,
12-02-2011,50.29
12-02-2011,
12-02-2011,VII. Voltage profile 400 kV
12-02-2011,Station
12-02-2011,
12-02-2011,Rihand
12-02-2011,Gorakhpur
12-02-2011,Bareilly
13-02-2011,
13-02-2011,50.29
13-02-2011,
13-02-2011,VII. Voltage profile 400 kV
13-02-2011,Station
13-02-2011,
